"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"NFIA",1221.15633004687,-0.827786171877226,0.156805303356113,-5.27906999419068,1.29841203332575e-07,5.09029846012141e-06,"NFIA"
"MIR99AHG",308.260363754356,-0.83294154722622,0.24773808202375,-3.36218614603776,0.000773279761391779,0.0118808748334666,"MIR99AHG"
"CYB5R2",343.730584053967,-0.834191440121555,0.20140916354799,-4.14177500877605,3.44628325967899e-05,0.000809018893720117,"CYB5R2"
"MORC3",781.830878567978,-0.840983573258068,0.222656068612364,-3.77705210776083,0.000158695539350534,0.00305736044715126,"MORC3"
"SP5",107.1338502949,-0.844552569862655,0.278674720231905,-3.03060345466514,0.00244065558032224,0.0309839832399147,"SP5"
"SELENBP1",362.440664192698,-0.845528917582929,0.23845614461658,-3.54584663331901,0.000391353902719765,0.00664170081452442,"SELENBP1"
"TOGARAM1",654.460953865792,-0.84570836669965,0.287781390776291,-2.93871804712024,0.00329572741314735,0.0388302054944931,"TOGARAM1"
"MIA2",560.274020102961,-0.846363002690524,0.21856657986721,-3.87233493430117,0.000107797678843674,0.00220758299147755,"MIA2"
"ITGB8",252.246229540507,-0.84767041062857,0.273740786349193,-3.09661713891351,0.00195742507269139,0.0260833594446651,"ITGB8"
"RGS11",300.793955966522,-0.848690296979003,0.277584367722928,-3.0574138736304,0.00223255788132549,0.028932165582806,"RGS11"
"MIR503HG",89.3586198776633,-0.850968828167622,0.265368230875782,-3.20674718808356,0.00134244915735964,0.0190811677489913,"MIR503HG"
"FGFR3",284.423274962606,-0.852948427380582,0.258430883577862,-3.30048953736444,0.000965163122651584,0.0144801407030497,"FGFR3"
"CRACDL",112.176626497369,-0.860152148490554,0.26055273301197,-3.30125935946731,0.000962518621934921,0.0144600770577173,"CRACDL"
"PDLIM3",275.662610439572,-0.861565365709839,0.160675795502188,-5.36213536716617,8.22438684359801e-08,3.33344679254582e-06,"PDLIM3"
"CD24",17434.6108143644,-0.863359462549509,0.252473651456143,-3.41960223401562,0.000627127624348765,0.00991932352171156,"CD24"
"HSPB7",124.833349438466,-0.867663123228578,0.284412272299327,-3.05072322025335,0.00228290914153324,0.0294864712687331,"HSPB7"
"TP53INP1",3436.97564034355,-0.868436852347437,0.270863236123355,-3.20618207467602,0.00134508849366755,0.019101238426498,"TP53INP1"
"SHD",7014.86652637165,-0.86955529631554,0.230569627733777,-3.77133495361998,0.000162376540307324,0.00312003515227555,"SHD"
"ZNF214",116.764273891335,-0.870058564606996,0.251367246056333,-3.46130443905174,0.000537564524673157,0.00871526485626356,"ZNF214"
"SEC23A",3171.06698794679,-0.871264784834741,0.242256002247354,-3.59646314952866,0.000322573255889627,0.0056473905001869,"SEC23A"
"NREP",1470.83218583044,-0.871698212582067,0.271333144754071,-3.21264920794012,0.00131516814868251,0.0188136737739841,"NREP"
