"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ETS2",1465.30675356105,0.686131190893747,0.13470209752531,5.09369344278269,3.51154404137368e-07,2.73127895538045e-05,"ETS2"
"SOCS3",665.271425417142,0.68156242288743,0.155270913417361,4.38950482023262,1.13609060367817e-05,0.000601905997697145,"SOCS3"
"AK4",704.470917074974,0.680191916875497,0.162966070493958,4.1738253540372,2.99527399890374e-05,0.00143810130638724,"AK4"
"MAPK10",519.349847295402,0.666920022922509,0.149486747374101,4.46139898444304,8.14263271644327e-06,0.000450771510807799,"MAPK10"
"BTN3A3",409.463764172049,0.659305402556685,0.182280716728259,3.61697833095295,0.000298062245569868,0.010101647695174,"BTN3A3"
"ARHGAP36",10618.913784169,0.646898481125058,0.13611842610684,4.75246812373002,2.00948458062198e-06,0.00013301932823896,"ARHGAP36"
"PHOX2B",5450.59658138109,0.644392850031971,0.116460957911226,5.53312338821021,3.1457800855663e-08,3.05848468819184e-06,"PHOX2B"
"TMEM192",1150.86384859883,0.644172722065697,0.196819128256818,3.27291726048675,0.00106443631709511,0.0287471724804366,"TMEM192"
"SLAIN1",625.763019360009,0.642837170448931,0.190865085992987,3.36801865623841,0.000757104727294572,0.0221346708252606,"SLAIN1"
"SLC16A3",351.319499561189,0.636384097684689,0.18791762758853,3.38650559743194,0.000707888324057636,0.0209351915761228,"SLC16A3"
"TNFRSF12A",1392.88454407906,0.631977237732379,0.191012713628114,3.30856111998277,0.000937767133945346,0.0258193018330156,"TNFRSF12A"
"ALPL",223.039455173421,0.631230492284608,0.199974942490951,3.15654793756559,0.00159648642886128,0.0402511229941102,"ALPL"
"TEAD4",495.790419785747,0.627616698533502,0.192727262177886,3.25650191592623,0.00112794169263052,0.0302001049407234,"TEAD4"
"DCN",1697.92185770029,0.624782743360049,0.145627033866364,4.29029368223889,1.78436991802101e-05,0.000907113021069767,"DCN"
"IMPDH1",2706.40642964832,0.61897184956338,0.185786359647742,3.33163236922762,0.000863382288575867,0.0242871155173349,"IMPDH1"
"NEIL2",2102.02206735388,0.613239348627676,0.131926300997806,4.64834793357751,3.34604162811095e-06,0.000205735271015391,"NEIL2"
"ANKRD37",301.152660941758,0.609055681712267,0.196047841651227,3.10666864058513,0.00189208353432707,0.0459177089859467,"ANKRD37"
"SMAD1",1361.97621192781,0.605061883741315,0.180943003428199,3.34393633507589,0.000825986902206616,0.0235330627302676,"SMAD1"
"RNF182",743.486408866507,0.60377521973093,0.18170710331037,3.3227937088383,0.000891207951668824,0.0248452166597853,"RNF182"
"MLLT3",594.184606378103,0.596180213457365,0.172014870065253,3.46586439434687,0.000528529779064904,0.0163781060620192,"MLLT3"
"MYC",1065.26092130176,0.591520838815129,0.133092473022239,4.44443495100048,8.81231649045638e-06,0.00048611487704092,"MYC"
"LHFPL6",566.03412297411,0.585171476904214,0.151822729223113,3.85430745382181,0.000116057677659117,0.00458221632909956,"LHFPL6"
"ENO2",5859.84462449957,0.58373283331002,0.145668306895597,4.00727409928908,6.14235642103669e-05,0.00262501363971557,"ENO2"
"KCNMB4",788.00414091454,0.583188318665663,0.162595747358109,3.58673783380828,0.000334840665598684,0.0112258219699421,"KCNMB4"
"C1RL",493.363348313024,0.582059805206931,0.163002380866236,3.57086689233443,0.000355801685717395,0.0116737087427698,"C1RL"
"DRAM1",849.630161405087,0.580489887093814,0.147493961759392,3.9356857743151,8.2959461196127e-05,0.00345983211358432,"DRAM1"
"ST6GALNAC3",752.919513689381,0.578602601507126,0.187555648620619,3.08496494647038,0.00203576144591473,0.0485710200194012,"ST6GALNAC3"
"OLFM2",2442.35458163587,0.576206691949844,0.14109636039423,4.08378139832875,4.43087152526142e-05,0.00200952295763751,"OLFM2"
"GNAI1",3065.23872941137,0.575200114846716,0.180499447803877,3.18671398635913,0.00143898996924728,0.0369388250191596,"GNAI1"
"BTN3A2",1128.39892792756,0.567679456816259,0.132918649318305,4.27087891524398,1.94704105486214e-05,0.000980199697392732,"BTN3A2"
"RAB29",1247.77457473507,0.562335571543606,0.169989481871191,3.30806097738278,0.000939443521161595,0.0258197586840809,"RAB29"
"OGDHL",1977.98920107079,0.559261455114455,0.12735231818279,4.39145092209269,1.1259675298721e-05,0.000601905997697145,"OGDHL"
"DYRK3",1428.01500953585,0.555526651099411,0.142570761942116,3.89649773580472,9.75937195140934e-05,0.00396388485838443,"DYRK3"
"MAPKAPK3",1304.2687389869,0.548906042670299,0.136514736953873,4.02085558613185,5.7987147077712e-05,0.00250568905539135,"MAPKAPK3"
"MPI",1298.50858362617,0.529101437335385,0.153167479886192,3.45439800751782,0.000551522781840469,0.0169555106606924,"MPI"
"SLC35F2",1314.64943225883,0.521274785772887,0.155245463301789,3.35774569308706,0.000785808727805585,0.022637112166192,"SLC35F2"
